tab	measurements
citations	specimen	experiment	instrument_codes	method_codes	software_packages	dir_csd	dir_dec	description	quality	dir_inc	magn_moment	number	meas_n_orient	magn_x_sigma	magn_y_sigma	magn_z_sigma	standard	meas_temp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study	GB2-1a	GB2-1a:LP-DIR-T	hargrave 2016-08-17 16:30:34	LT-NO:LP-DIR-T	pmagpy-3.4.1	    1.8	227.7		g	 11.4 	6.93e-07	1	1	1.15e-08	8.41e-09	1.62e-08	u	273	0	0	0.00	-90.00	273
This study	GB2-1a	GB2-1a:LP-DIR-T	hargrave 2016-08-17 19:23:12	LT-NO:LP-DIR-T	pmagpy-3.4.1	    1.6	228.1		g	 11.3 	6.93e-07	2	1	8.11e-09	6.38e-09	1.64e-08	u	273	0	0	0.00	-90.00	273
This study	GB2-1a	GB2-1a:LP-DIR-T	hargrave 2016-08-19 18:13:09	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	229.8		g	 11.6 	6.65e-07	3	1	1.08e-08	6.64e-09	1.56e-08	u	273	0	0	0.00	-90.00	77
This study	GB2-1a	GB2-1a:LP-DIR-T	hargrave 2016-08-26 13:33:47	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	228.7		g	 11.2 	6.65e-07	4	1	1.11e-08	6.96e-09	1.32e-08	u	273	0	0	0.00	-90.00	  373.0
This study	GB2-1a	GB2-1a:LP-DIR-T	hargrave 2016-08-31 17:35:51	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	230.4		g	 11.0 	6.52e-07	5	1	1.23e-08	8.79e-09	1.24e-08	u	273	0	0	0.00	-90.00	  473.0
This study	GB2-1a	GB2-1a:LP-DIR-T	hargrave 2016-09-01 15:06:01	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	229.3		g	 11.1 	6.27e-07	6	1	1.27e-08	9.68e-09	1.23e-08	u	273	0	0	0.00	-90.00	  573.0
This study	GB2-1a	GB2-1a:LP-DIR-T	hargrave 2016-09-02 14:28:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	228.0		g	 11.2 	6.05e-07	7	1	9.76e-09	1.08e-08	1.11e-08	u	273	0	0	0.00	-90.00	  623.0
This study	GB2-1a	GB2-1a:LP-DIR-T	hargrave 2016-09-08 10:32:24	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	228.5		g	 11.0 	5.83e-07	8	1	7.94e-09	6.53e-09	8.60e-09	u	273	0	0	0.00	-90.00	  673.0
This study	GB2-1a	GB2-1a:LP-DIR-T	hargrave 2016-09-08 16:42:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.1	228.3		g	 11.1 	5.75e-07	9	1	1.54e-08	1.36e-08	7.41e-09	u	273	0	0	0.00	-90.00	  698.0
This study	GB2-1a	GB2-1a:LP-DIR-T	hargrave 2016-09-12 10:30:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	229.1		g	 11.1 	5.65e-07	10	1	7.80e-09	9.82e-09	7.49e-09	u	273	0	0	0.00	-90.00	  723.0
