tab	measurements
citations	specimen	experiment	instrument_codes	method_codes	software_packages	dir_csd	dir_dec	description	quality	dir_inc	magn_moment	number	meas_n_orient	magn_x_sigma	magn_y_sigma	magn_z_sigma	standard	meas_temp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study	GB5-1a	GB5-1a:LP-DIR-T	hargrave 2016-08-17 17:22:23	LT-NO:LP-DIR-T	pmagpy-3.4.1	    1.9	306.3		g	-75.3 	2.60e-05	1	1	6.02e-07	5.87e-07	2.13e-07	u	273	0	0	0.00	-90.00	273
This study	GB5-1a	GB5-1a:LP-DIR-T	hargrave 2016-08-17 20:10:23	LT-NO:LP-DIR-T	pmagpy-3.4.1	    1.8	306.3		g	-75.4 	2.60e-05	2	1	5.84e-07	5.57e-07	2.14e-07	u	273	0	0	0.00	-90.00	273
This study	GB5-1a	GB5-1a:LP-DIR-T	hargrave 2016-08-19 18:58:33	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    2.5	301.8		g	-75.2 	2.52e-05	3	1	9.84e-07	4.90e-07	1.86e-07	u	273	0	0	0.00	-90.00	77
This study	GB5-1a	GB5-1a:LP-DIR-T	hargrave 2016-08-26 14:20:19	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	308.0		g	-75.0 	2.51e-05	4	1	5.55e-07	4.51e-07	1.72e-07	u	273	0	0	0.00	-90.00	  373.0
This study	GB5-1a	GB5-1a:LP-DIR-T	hargrave 2016-08-31 18:23:16	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	313.9		g	-74.4 	2.45e-05	5	1	5.20e-07	3.93e-07	2.32e-07	u	273	0	0	0.00	-90.00	  473.0
This study	GB5-1a	GB5-1a:LP-DIR-T	hargrave 2016-09-01 15:52:01	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	313.5		g	-74.2 	2.35e-05	6	1	4.88e-07	3.85e-07	1.88e-07	u	273	0	0	0.00	-90.00	  573.0
This study	GB5-1a	GB5-1a:LP-DIR-T	hargrave 2016-09-02 15:13:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	313.8		g	-74.0 	2.18e-05	7	1	3.96e-07	4.32e-07	1.92e-07	u	273	0	0	0.00	-90.00	  623.0
This study	GB5-1a	GB5-1a:LP-DIR-T	hargrave 2016-09-08 11:11:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	316.8		g	-74.4 	2.01e-05	8	1	4.10e-07	3.62e-07	1.85e-07	u	273	0	0	0.00	-90.00	  673.0
This study	GB5-1a	GB5-1a:LP-DIR-T	hargrave 2016-09-08 17:18:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	314.6		g	-74.4 	1.93e-05	9	1	4.88e-07	3.63e-07	1.69e-07	u	273	0	0	0.00	-90.00	  698.0
This study	GB5-1a	GB5-1a:LP-DIR-T	hargrave 2016-09-12 11:16:44	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.3	316.9		g	-74.3 	1.85e-05	10	1	6.18e-07	4.07e-07	1.50e-07	u	273	0	0	0.00	-90.00	  723.0
This study	GB5-1a	GB5-1a:LP-DIR-T	hargrave 2016-09-12 22:04:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	317.6		g	-74.3 	1.81e-05	11	1	3.32e-07	3.30e-07	1.78e-07	u	273	0	0	0.00	-90.00	  748.0
This study	GB5-1a	GB5-1a:LP-DIR-T	hargrave 2016-09-15 12:00:14	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.0	318.2		g	-74.4 	1.77e-05	12	1	5.07e-07	3.34e-07	1.75e-07	u	273	0	0	0.00	-90.00	  773.0
This study	GB5-1a	GB5-1a:LP-DIR-T	hargrave 2016-09-19 18:15:21	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	316.0		g	-74.4 	1.73e-05	13	1	3.70e-07	3.53e-07	1.77e-07	u	273	0	0	0.00	-90.00	  798.0
This study	GB5-1a	GB5-1a:LP-DIR-T	hargrave 2016-09-22 17:12:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.2	316.3		g	-74.2 	1.69e-05	14	1	5.13e-07	3.60e-07	1.65e-07	u	273	0	0	0.00	-90.00	  823.0
This study	GB5-1a	GB5-1a:LP-DIR-T	hargrave 2016-09-29 10:58:44	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.7	316.6		g	-74.2 	1.67e-05	15	1	6.16e-07	4.56e-07	1.99e-07	u	273	0	0	0.00	-90.00	  833.0
This study	GB5-1a	GB5-1a:LP-DIR-T	hargrave 2016-10-03 17:51:19	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.2	316.5		g	-74.3 	1.60e-05	16	1	4.48e-07	4.25e-07	1.01e-07	u	273	0	0	0.00	-90.00	  843.0
This study	GB5-1a	GB5-1a:LP-DIR-T	hargrave 2016-10-08 14:48:48	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	318.8		g	-74.0 	1.58e-05	17	1	3.77e-07	3.42e-07	8.76e-08	u	273	0	0	0.00	-90.00	  848.0
This study	GB5-1a	GB5-1a:LP-DIR-T	hargrave 2016-10-10 16:43:26	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	318.4		g	-74.0 	1.59e-05	18	1	3.74e-07	3.32e-07	1.41e-07	u	273	0	0	0.00	-90.00	  848.0
This study	GB5-1a	GB5-1a:LP-DIR-T	hargrave 2016-10-20 12:32:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	317.5		g	-74.3 	1.58e-05	19	1	3.62e-07	3.13e-07	9.49e-08	u	273	0	0	0.00	-90.00	  853.0
