tab	measurements
citations	specimen	experiment	instrument_codes	method_codes	software_packages	dir_csd	dir_dec	description	quality	dir_inc	magn_moment	number	meas_n_orient	magn_x_sigma	magn_y_sigma	magn_z_sigma	standard	meas_temp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-08-17 18:09:43	LT-NO:LP-DIR-T	pmagpy-3.4.1	    2.3	191.6		g	-12.6 	4.39e-06	1	1	5.19e-08	9.92e-08	1.34e-07	u	273	0	0	0.00	-90.00	273
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-08-17 21:00:33	LT-NO:LP-DIR-T	pmagpy-3.4.1	    2.4	191.7		g	-12.6 	4.39e-06	2	1	5.33e-08	1.10e-07	1.34e-07	u	273	0	0	0.00	-90.00	273
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-08-19 19:49:10	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    2.1	191.9		g	-12.7 	4.14e-06	3	1	4.53e-08	7.46e-08	1.24e-07	u	273	0	0	0.00	-90.00	77
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-08-26 15:11:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.3	190.6		g	-13.1 	4.15e-06	4	1	2.52e-08	1.13e-07	1.24e-07	u	273	0	0	0.00	-90.00	  373.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-09-12 12:04:47	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.3	190.2		g	-13.7 	4.04e-06	5	1	5.34e-08	2.21e-07	6.45e-08	u	273	0	0	0.00	-90.00	  473.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-09-13 13:43:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	   18.3	179.7		g	-00.0 	3.66e-06	6	1	1.56e-08	6.23e-07	1.04e-06	u	273	0	0	0.00	-90.00	  573.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-09-14 09:10:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	   18.4	179.6		g	-00.0 	3.67e-06	7	1	1.57e-08	6.31e-07	1.04e-06	u	273	0	0	0.00	-90.00	  573.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-09-14 12:12:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	189.4		g	-13.6 	3.84e-06	8	1	2.06e-08	3.17e-08	5.79e-08	u	273	0	0	0.00	-90.00	  573.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-09-26 16:26:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    5.3	193.8		g	-14.1 	3.66e-06	9	1	6.47e-08	3.27e-07	6.12e-08	u	273	0	0	0.00	-90.00	  623.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-10-03 18:40:37	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.5	189.7		g	-13.6 	3.44e-06	10	1	4.10e-08	2.02e-07	4.11e-08	u	273	0	0	0.00	-90.00	  673.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-10-20 13:30:48	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    5.2	189.8		g	-13.4 	3.30e-06	11	1	4.79e-08	2.97e-07	4.30e-08	u	273	0	0	0.00	-90.00	  698.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-10-28 10:45:17	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.7	191.1		g	-13.5 	3.29e-06	12	1	4.04e-08	2.02e-07	6.51e-08	u	273	0	0	0.00	-90.00	  723.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-11-03 11:33:51	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.3	189.7		g	-13.5 	3.05e-06	13	1	3.77e-08	1.63e-07	5.93e-08	u	273	0	0	0.00	-90.00	  748.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-11-07 11:45:32	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.6	189.2		g	-13.2 	2.95e-06	14	1	1.86e-08	1.27e-07	4.98e-08	u	273	0	0	0.00	-90.00	  773.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-11-08 19:23:21	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	192.3		g	-13.1 	2.78e-06	15	1	2.26e-08	4.70e-08	4.89e-08	u	273	0	0	0.00	-90.00	  798.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-11-09 14:44:00	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	190.6		g	-12.8 	2.63e-06	16	1	1.91e-08	7.39e-08	4.87e-08	u	273	0	0	0.00	-90.00	  823.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-11-13 20:55:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.1	192.6		g	-12.7 	2.49e-06	17	1	2.06e-08	8.25e-08	3.54e-08	u	273	0	0	0.00	-90.00	  833.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-11-14 21:08:34	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.5	189.4		g	-12.7 	2.33e-06	18	1	2.12e-08	9.62e-08	2.25e-08	u	273	0	0	0.00	-90.00	  843.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-11-16 13:30:11	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.5	190.2		g	-12.4 	2.15e-06	19	1	1.60e-08	8.27e-08	3.84e-08	u	273	0	0	0.00	-90.00	  848.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-11-21 13:57:30	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	190.7		g	-12.5 	2.13e-06	20	1	2.21e-08	5.53e-08	4.16e-08	u	273	0	0	0.00	-90.00	  853.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-11-23 13:08:04	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	192.1		g	-12.0 	1.87e-06	21	1	1.46e-08	3.49e-08	3.01e-08	u	273	0	0	0.00	-90.00	  868.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-11-30 16:38:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	194.9		g	-11.6 	1.47e-06	22	1	6.11e-09	1.88e-08	2.84e-08	u	273	0	0	0.00	-90.00	  883.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-12-09 14:15:52	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.8	191.7		g	-11.1 	1.40e-06	23	1	2.27e-08	5.69e-08	3.14e-08	u	273	0	0	0.00	-90.00	  898.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-12-13 18:02:29	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	191.2		g	-11.2 	1.32e-06	24	1	8.31e-09	3.39e-08	1.63e-08	u	273	0	0	0.00	-90.00	  913.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-12-15 15:46:24	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.2	196.0		g	-11.1 	1.29e-06	25	1	2.78e-08	9.06e-08	1.51e-08	u	273	0	0	0.00	-90.00	  928.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-12-16 17:41:21	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.5	192.0		g	-10.6 	1.21e-06	26	1	1.66e-08	4.65e-08	2.17e-08	u	273	0	0	0.00	-90.00	  938.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-12-22 11:49:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.2	192.6		g	-10.9 	1.17e-06	27	1	1.71e-08	8.08e-08	2.42e-08	u	273	0	0	0.00	-90.00	  948.0
This study	GB8-1a	GB8-1a:LP-DIR-T	hargrave 2016-12-22 21:09:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.9	193.1		g	-10.6 	9.32e-07	28	1	1.48e-08	7.52e-08	2.23e-08	u	273	0	0	0.00	-90.00	  953.0
This study	GB8-2a	GB8-2a:LP-DIR-T	hargrave 2016-08-17 18:12:49	LT-NO:LP-DIR-T	pmagpy-3.4.1	    2.6	164.8		g	-44.0 	4.50e-06	1	1	1.37e-07	7.53e-08	1.35e-07	u	273	0	0	0.00	-90.00	273
This study	GB8-2a	GB8-2a:LP-DIR-T	hargrave 2016-08-17 21:04:35	LT-NO:LP-DIR-T	pmagpy-3.4.1	    2.5	164.8		g	-43.9 	4.51e-06	2	1	1.28e-07	7.36e-08	1.32e-07	u	273	0	0	0.00	-90.00	273
This study	GB8-2a	GB8-2a:LP-DIR-T	hargrave 2016-08-19 19:52:11	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    2.7	166.4		g	-44.2 	4.19e-06	3	1	1.33e-07	7.19e-08	1.32e-07	u	273	0	0	0.00	-90.00	77
This study	GB8-2a	GB8-2a:LP-DIR-T	hargrave 2016-08-26 15:15:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.4	167.1		g	-44.2 	4.22e-06	4	1	1.08e-07	5.92e-08	1.37e-07	u	273	0	0	0.00	-90.00	  373.0
This study	GB8-2a	GB8-2a:LP-DIR-T	hargrave 2016-09-12 12:08:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	167.6		g	-44.5 	4.14e-06	5	1	5.92e-08	9.74e-08	3.55e-08	u	273	0	0	0.00	-90.00	  473.0
This study	GB8-2a	GB8-2a:LP-DIR-T	hargrave 2016-09-13 13:46:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	   47.8	180.5		g	 00.1 	2.77e-06	6	1	5.84e-08	6.79e-07	2.98e-06	u	273	0	0	0.00	-90.00	  573.0
This study	GB8-2a	GB8-2a:LP-DIR-T	hargrave 2016-09-14 09:12:03	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	   47.9	180.6		g	 00.2 	2.77e-06	7	1	5.58e-08	6.85e-07	2.99e-06	u	273	0	0	0.00	-90.00	  573.0
This study	GB8-2a	GB8-2a:LP-DIR-T	hargrave 2016-09-14 12:14:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	166.2		g	-44.6 	3.99e-06	8	1	6.86e-08	7.79e-08	4.24e-08	u	273	0	0	0.00	-90.00	  573.0
This study	GB8-2a	GB8-2a:LP-DIR-T	hargrave 2016-09-26 16:27:54	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	165.0		g	-44.9 	3.84e-06	9	1	5.65e-08	5.97e-08	5.26e-08	u	273	0	0	0.00	-90.00	  623.0
This study	GB8-2a	GB8-2a:LP-DIR-T	hargrave 2016-10-03 18:43:46	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.8	167.4		g	-44.6 	3.64e-06	10	1	7.63e-08	1.55e-07	4.30e-08	u	273	0	0	0.00	-90.00	  673.0
