tab	measurements
analysts	citation	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	method_codes	number	quality	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
	This study		    1.0	180.0	-25.3 	GB18-2a:LP-DIR-T	hargrave 2016-09-01 11:06:16	2.46e-06	2.47e-08	3.03e-08	2.87e-08	8	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.4.1	GB18-2a	u	0	0	0.00	0.00	273
	This study		    1.4	177.8	-25.3 	GB18-2a:LP-DIR-T	hargrave 2016-09-04 18:38:38	2.39e-06	2.57e-08	2.29e-08	5.00e-08	8	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.4.1	GB18-2a	u	0	0	0.00	0.00	77
	This study		    3.6	179.1	-25.3 	GB18-2a:LP-DIR-T	hargrave 2016-11-16 16:28:44	2.38e-06	2.51e-08	1.40e-07	4.84e-08	8	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.4.1	GB18-2a	u	0	0	0.00	0.00	  373.0
	This study		    4.1	177.7	-26.6 	GB18-2a:LP-DIR-T	hargrave 2016-11-21 16:34:32	2.29e-06	2.37e-08	1.54e-07	4.75e-08	8	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.4.1	GB18-2a	u	0	0	0.00	0.00	  473.0
	This study		    3.1	178.5	-27.0 	GB18-2a:LP-DIR-T	hargrave 2016-12-09 23:15:02	2.12e-06	2.88e-08	9.69e-08	5.26e-08	8	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.4.1	GB18-2a	u	0	0	0.00	0.00	  573.0
	This study		    4.2	178.4	-27.2 	GB18-2a:LP-DIR-T	hargrave 2016-12-17 13:44:28	1.90e-06	3.02e-08	1.31e-07	4.17e-08	8	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.4.1	GB18-2a	u	0	0	0.00	0.00	  623.0
	This study		    3.7	178.1	-27.6 	GB18-2a:LP-DIR-T	hargrave 2017-01-05 12:17:57	1.82e-06	1.86e-08	1.13e-07	2.35e-08	8	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.4.1	GB18-2a	u	0	0	0.00	0.00	  673.0
	This study		    1.2	180.7	-27.4 	GB18-2a:LP-DIR-T	hargrave 2017-01-06 15:50:45	1.66e-06	1.77e-08	2.18e-08	2.30e-08	8	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.4.1	GB18-2a	u	0	0	0.00	0.00	  698.0
	This study		    1.6	180.5	-27.3 	GB18-2a:LP-DIR-T	hargrave 2017-01-09 16:53:59	1.61e-06	1.97e-08	3.67e-08	2.30e-08	8	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.4.1	GB18-2a	u	0	0	0.00	0.00	  723.0
	This study		    3.0	182.3	-27.2 	GB18-2a:LP-DIR-T	hargrave 2017-01-10 16:58:04	1.54e-06	2.05e-08	7.48e-08	2.37e-08	8	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.4.1	GB18-2a	u	0	0	0.00	0.00	  748.0
	This study		    1.6	179.3	-27.4 	GB18-2a:LP-DIR-T	hargrave 2017-01-11 19:35:09	1.48e-06	1.79e-08	3.64e-08	1.72e-08	8	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.4.1	GB18-2a	u	0	0	0.00	0.00	  773.0
	This study		    3.1	181.8	-26.9 	GB18-2a:LP-DIR-T	hargrave 2017-01-15 19:00:50	1.39e-06	3.24e-08	4.92e-08	5.07e-08	8	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.4.1	GB18-2a	u	0	0	0.00	0.00	  798.0
	This study		    3.1	180.6	-26.6 	GB18-2a:LP-DIR-T	hargrave 2017-01-18 14:39:19	1.22e-06	1.47e-08	5.96e-08	2.49e-08	8	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.4.1	GB18-2a	u	0	0	0.00	0.00	  823.0
	This study		    2.6	180.5	-26.4 	GB18-2a:LP-DIR-T	hargrave 2017-01-19 01:12:11	1.12e-06	2.23e-08	2.78e-08	3.81e-08	8	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.4.1	GB18-2a	u	0	0	0.00	0.00	  833.0
	This study		    2.7	181.4	-26.0 	GB18-2a:LP-DIR-T	hargrave 2017-01-19 16:06:30	9.97e-07	1.20e-08	4.08e-08	2.05e-08	8	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.4.1	GB18-2a	u	0	0	0.00	0.00	  843.0
	This study		    2.0	183.6	-25.9 	GB18-2a:LP-DIR-T	hargrave 2017-01-20 14:00:43	9.41e-07	1.24e-08	2.20e-08	2.20e-08	8	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.4.1	GB18-2a	u	0	0	0.00	0.00	  848.0
	This study		    3.1	179.6	-25.8 	GB18-2a:LP-DIR-T	hargrave 2017-01-22 13:29:31	9.11e-07	1.60e-08	3.56e-08	3.23e-08	8	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.4.1	GB18-2a	u	0	0	0.00	0.00	  853.0
	This study		    4.7	179.3	-25.8 	GB18-2a:LP-DIR-T	hargrave 2017-02-01 16:20:00	8.76e-07	1.11e-08	6.90e-08	2.12e-08	8	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.4.1	GB18-2a	u	0	0	0.00	0.00	  868.0
	This study		    1.7	181.0	-25.4 	GB18-2a:LP-DIR-T	hargrave 2017-02-02 15:14:56	7.63e-07	1.06e-08	9.24e-09	1.85e-08	8	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.4.1	GB18-2a	u	0	0	0.00	0.00	  883.0
	This study		    3.3	183.6	-24.7 	GB18-2a:LP-DIR-T	hargrave 2017-02-06 14:07:12	5.81e-07	8.16e-09	2.92e-08	1.37e-08	8	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.4.1	GB18-2a	u	0	0	0.00	0.00	  898.0
